date,price_x,price_y,Open,High,Low,Close,Adj Close,Volume
2021-09-15,2.587423280659876,4.268916666666667,3431.217285,3615.282715,3365.913086,3615.282715,3615.282715,17548551804
2021-09-16,2.165413011826962,3.371252236383749,3613.07373,3673.310791,3489.805664,3571.294922,3571.294922,20093903064
2021-09-17,1.4298228928491503,2.237495,3569.568115,3589.305176,3356.449951,3398.538818,3398.538818,17722363229
2021-09-18,2.3806381376046493,2.7073225806451613,3397.422852,3540.807617,3371.892334,3432.018311,3432.018311,15995220233
2021-09-19,1.8421855421686744,2.761652631578948,3433.287842,3448.322021,3286.172363,3329.447998,3329.447998,14257609743
2021-09-20,1.826582251580397,3.001746428571429,3329.670654,3343.325439,2940.839111,2958.993408,2958.993408,27371684581
2021-09-21,2.854809839465048,3.680423648648649,2977.310547,3101.69751,2676.407471,2764.431152,2764.431152,30405062665
2021-09-22,1.5291451791666666,3.9718649387755103,2763.209229,3089.083008,2741.440674,3077.86792,3077.86792,23742102645
2021-09-23,1.7782312627634125,3.57854,3077.974365,3173.544678,3038.0979,3155.523682,3155.523682,18516291047
2021-09-24,1.8733109589041093,3.893271267336508,3154.562012,3159.644043,2747.337646,2931.669189,2931.669189,25595422789
2021-09-25,1.943367619047619,2.1891442500000005,2930.884766,2968.994629,2818.970459,2925.565674,2925.565674,18932786754
2021-09-26,2.0108875,2.0944,2926.343018,3114.857422,2744.583008,3062.265381,3062.265381,21172766310
2021-09-27,2.8941858305857173,2.544252346209304,3065.837891,3163.665039,2932.692871,2934.138916,2934.138916,19164053681
2021-09-28,3.942454424497483,2.2238378045624185,2928.963379,2970.770508,2793.360596,2807.296631,2807.296631,16895079070
2021-09-29,5.060205993103448,1.5904916666666666,2809.297607,2946.881348,2786.988281,2853.143311,2853.143311,15763456158
2021-09-30,8.511967078240868,19.197,2852.558838,3046.519531,2840.289551,3001.678955,3001.678955,17661065099
2021-10-01,5.81894605263158,3.676846153846154,3001.129395,3329.853516,2978.654297,3307.516113,3307.516113,22307625573
2021-10-02,6.033314543330074,3.340818181818182,3308.870361,3464.837402,3260.027588,3391.694336,3391.694336,19202671704
2021-10-03,9.495436491601376,3.1182578947368422,3390.767578,3484.605713,3348.120117,3418.358643,3418.358643,15516566862
2021-10-04,16.104185703835842,2.32106875,3418.776367,3434.775391,3283.44873,3380.089111,3380.089111,17747154101
2021-10-05,19.31799902061856,2.2579148148148147,3381.784424,3541.45166,3365.817627,3518.518555,3518.518555,16632591670
2021-10-06,16.74481099,2.0878533333333333,3516.570313,3622.55127,3354.469727,3580.562012,3580.562012,21855226591
2021-10-07,12.603057971014492,5.343061904761905,3576.814453,3650.013184,3479.90918,3587.974854,3587.974854,19090322927
2021-10-08,10.354457367631928,2.6813617021276595,3587.832764,3667.95752,3547.828125,3563.759277,3563.759277,16222029488
2021-10-09,11.89123954732294,2.0861379310344828,3559.997803,3628.237305,3544.640381,3575.716797,3575.716797,12707036942
2021-10-10,8.103959999999999,1.0383727272727272,3575.020508,3603.244873,3414.970947,3425.852783,3425.852783,16171746693
2021-10-11,6.614923502112004,2.9296607142857143,3419.726807,3622.289551,3385.761719,3545.354004,3545.354004,18579189588
2021-10-12,8.734363962206018,2.023066666666667,3546.477783,3546.477783,3407.338135,3492.573242,3492.573242,18109578443
2021-10-13,5.843802173913042,0.9860863636363636,3492.753662,3607.741699,3417.602051,3606.20166,3606.20166,16211275589
2021-10-14,5.73832,1.9544791666666663,3604.958984,3819.258545,3590.275146,3786.01416,3786.01416,19443499909
2021-10-15,6.260975609756097,2.5753291666666667,3790.154297,3895.466309,3735.363525,3862.634766,3862.634766,20966841512
2021-10-16,6.630932258064516,2.1071875,3865.666504,3962.453125,3805.885986,3830.38208,3830.38208,16578095629
2021-10-17,4.369299705405406,1.84948,3829.858887,3914.897949,3660.723389,3847.104492,3847.104492,15908090346
2021-10-18,5.134534615384615,1.4849777777777775,3847.72998,3888.209229,3686.750488,3748.760254,3748.760254,17386204158
2021-10-19,3.2990689655172414,1.0485,3747.162842,3883.928711,3736.780273,3877.650879,3877.650879,15998757133
2021-10-20,4.301836061706409,1.2849,3877.730957,4167.472168,3833.288086,4155.992188,4155.992188,20338319988
2021-10-21,4.658886274509804,1.564042105263158,4161.713379,4366.088379,4032.483887,4054.322754,4054.322754,28220661820
2021-10-22,6.973429473684211,2.036666666666667,4055.686523,4162.975586,3908.340332,3970.181885,3970.181885,19432937968
2021-10-23,7.202584482758621,2.316410256410256,3971.356445,4171.663574,3944.631836,4171.663574,4171.663574,14781537792
2021-10-24,6.634789655172415,1.979375,4171.855957,4185.729492,3967.120361,4087.903076,4087.903076,14978083638
2021-10-25,3.494593333333333,1.889983333333333,4084.425781,4236.666992,4072.034668,4217.876953,4217.876953,15995727040
2021-10-26,4.3225,1.7458333333333331,4217.337891,4289.131348,4106.82373,4131.102051,4131.102051,17157714562
2021-10-27,3.218065,1.8166666666666669,4132.17334,4299.152832,3930.257324,3930.257324,3930.257324,26219530404
2021-10-28,3.889953421052632,1.7728333333333337,3924.81543,4293.150879,3905.706055,4287.318848,4287.318848,25958154575
2021-10-29,3.293,1.3245916666666666,4288.686523,4455.735352,4271.70752,4414.746582,4414.746582,22967641914
2021-10-30,3.85075,1.269942105263158,4414.243652,4426.848633,4252.494141,4325.650391,4325.650391,14615490626
2021-10-31,3.467118181818182,2.11,4322.744141,4394.449707,4179.016113,4288.074219,4288.074219,17498160238
2021-11-01,4.3004784375,1.3965,4288.217285,4377.322266,4160.966797,4324.626953,4324.626953,17985288261
2021-11-02,2.4799242424242425,2.162935294117647,4322.500977,4599.948242,4288.686523,4584.798828,4584.798828,20794448222
2021-11-03,3.866751020408163,1.71488999,4589.68457,4664.910156,4462.976074,4607.193848,4607.193848,21220463155
2021-11-04,5.116530523423373,1.054591304347826,4604.678711,4606.516113,4426.622559,4537.324219,4537.324219,18415244464
2021-11-05,4.418594594594595,1.343745,4537.42334,4570.895996,4447.487305,4486.243164,4486.243164,15086003586
2021-11-06,4.744260869565217,1.3837846153846154,4482.647949,4530.99707,4334.973633,4521.581055,4521.581055,14429076700
2021-11-07,3.218377777777778,2.034748,4523.981934,4640.921875,4510.984375,4620.554688,4620.554688,13541376033
2021-11-08,3.562880769230769,1.5412142857142856,4619.649414,4822.363281,4619.649414,4812.087402,4812.087402,19290896267
2021-11-09,3.918994444444445,1.1589473684210525,4810.071289,4837.589355,4718.039063,4735.068848,4735.068848,20834172627
2021-11-10,5.570177777777778,1.86538,4733.362793,4859.50293,4485.093262,4636.174316,4636.174316,22748160545
2021-11-11,4.142950000000001,2.101875,4635.453613,4778.059082,4580.990234,4730.384277,4730.384277,17933201129
2021-11-12,3.695181818181818,2.175666666666667,4724.306641,4808.73877,4510.92041,4667.115234,4667.115234,18316060208
2021-11-13,5.311014741474148,2.423628301886793,4666.719238,4702.115234,4582.180664,4651.460449,4651.460449,14457436261
2021-11-14,6.21383609375,3.54487970857993,4648.632813,4689.842773,4516.935547,4626.358887,4626.358887,12172962219
2021-11-15,5.395042857142857,3.1552709062604647,4627.09082,4764.63623,4546.599121,4557.503906,4557.503906,16275851299
2021-11-16,5.262719696969697,4.553962962962963,4570.478027,4891.70459,4144.334961,4216.365234,4216.365234,27417502801
2021-11-17,5.5727525,3.677071074380165,4213.910645,4300.306641,4107.125977,4287.59375,4287.59375,22183461850
2021-11-18,4.9250606060606055,4.003752476531019,4287.802246,4343.557129,3959.227783,4000.650879,4000.650879,21383250893
2021-11-19,3.8284523809523807,3.851092682926829,3995.729492,4311.713867,3982.91748,4298.306641,4298.306641,20626269711
2021-11-20,4.998421052631579,2.470931034482758,4298.350586,4434.388184,4209.242676,4409.931152,4409.931152,15448261277
2021-11-21,4.724185714285714,2.7074107142857144,4412.195313,4422.491699,4255.455078,4269.73291,4269.73291,14094831413
2021-11-22,4.02969375,2.8424,4266.509277,4302.022949,4033.572266,4088.457764,4088.457764,19752218877
2021-11-23,5.851666666666667,3.5492299000000003,4089.68042,4385.483398,4069.766602,4340.763672,4340.763672,22133497059
2021-11-24,3.5033333333333334,2.556666666666666,4340.036133,4376.875977,4176.183594,4239.981445,4239.981445,21838037128
2021-11-25,5.906263157894737,2.361453333333333,4271.394531,4550.518066,4249.774414,4274.743164,4274.743164,18705358318
2021-11-26,3.930368421052632,4.3755,4522.208984,4550.842285,3933.506592,4030.908936,4030.908936,26281795488
2021-11-27,4.709921052631579,2.5549916666666665,4042.999023,4187.684082,4033.513916,4096.912109,4096.912109,16515693874
2021-11-28,2.950555555555556,2.65,4101.648926,4297.916504,3989.969971,4294.453613,4294.453613,15953126340
2021-11-29,2.5318620689655176,5.002580645161291,4296.946777,4460.848633,4284.504883,4445.10498,4445.10498,19086475837
2021-11-30,3.1456375,2.018775,4447.768066,4753.266113,4358.074219,4631.479004,4631.479004,28626354111
2021-12-01,3.930472222222222,2.899629411764706,4623.679688,4780.732422,4530.272461,4586.990234,4586.990234,27634826695
2021-12-02,3.1863529411764704,1.36908,4586.333008,4628.919922,4441.507813,4511.302246,4511.302246,21502671027
2021-12-03,2.617327624508658,2.8707,4514.355957,4647.289063,4100.145508,4220.706055,4220.706055,25879591528
2021-12-04,2.294768421052632,1.8384882352941176,4227.762207,4242.725586,3525.494141,4119.587402,4119.587402,38478999182
2021-12-05,3.8676172413793104,3.2319866666666663,4119.628906,4246.92334,4040.217529,4198.322754,4198.322754,25533062707
2021-12-06,3.376215625,2.4276315789473686,4199.0,4375.520508,3930.806641,4358.737305,4358.737305,28229518513
2021-12-07,3.2547362083291667,8.566923076923077,4358.586914,4428.589355,4264.32373,4315.061523,4315.061523,22366213354
2021-12-08,2.459417894736842,2.47215,4311.674316,4453.112305,4234.537598,4439.35791,4439.35791,18704315119
2021-12-09,3.7516702702702704,2.4465076923076925,4433.024902,4482.313965,4078.844238,4119.815918,4119.815918,22296131874
2021-12-10,3.629090909090909,2.6292142857142857,4113.588379,4227.111816,3897.767578,3908.496094,3908.496094,28014595631
2021-12-11,3.3940624996875,1.6177777777777778,3909.667725,4095.648438,3846.054443,4084.452393,4084.452393,19131502454
2021-12-12,1.6575,2.41041875,4084.811279,4173.608887,3993.055908,4134.453125,4134.453125,14057603914
2021-12-13,1.413225806451613,1.66258,4136.359863,4145.955078,3680.609131,3784.226807,3784.226807,23999841386
2021-12-14,2.7864313725490195,2.5520333333333336,3782.822754,3866.633789,3700.104736,3745.44043,3745.44043,23836759957
2021-12-15,2.3016666666666667,2.49068,3862.251465,4086.372803,3664.719971,4018.388672,4018.388672,26411188833
2021-12-16,1.909178723404256,1.3489466666666667,4020.415039,4110.368652,3956.057129,3962.469727,3962.469727,19825531254
2021-12-17,2.353792105263158,2.961556521739131,3959.012451,3992.79248,3711.424561,3879.486572,3879.486572,23143541098
2021-12-18,2.776194117647059,1.747142857142857,3880.291504,3993.829834,3774.61499,3960.860107,3960.860107,19530895889
2021-12-19,3.4810000000000003,2.4604444444444447,3960.872314,4018.658447,3894.398682,3922.592529,3922.592529,16167785597
2021-12-20,2.2094117647058824,2.6248333333333336,3923.695801,3980.098633,3759.40332,3933.844482,3933.844482,21589690675
2021-12-21,1.644,2.7299375,3938.463867,4058.821289,3918.837891,4020.26001,4020.26001,16388555198
2021-12-22,1.5434565217391305,2.483328571428572,4018.695801,4073.791504,3947.690186,3982.099609,3982.099609,13921756199
2021-12-23,2.158114705882353,3.4455697674418606,3981.96167,4149.026855,3897.234375,4108.015625,4108.015625,18007273742
2021-12-24,2.1657777777777776,3.463667205,4111.345215,4134.106445,4029.064453,4047.98291,4047.98291,12769090623
2021-12-25,2.6319909090909093,3.7011661359223305,4049.781982,4138.564941,4027.927002,4093.281006,4093.281006,10894785525
2021-12-26,2.74115,4.939014929146128,4094.151611,4105.023926,4013.026367,4067.328125,4067.328125,11197244172
2021-12-27,4.350982385964913,4.821976912855255,4064.746338,4126.001465,4033.492432,4037.547607,4037.547607,11424360002
2021-12-28,2.723444444444445,3.8474196078431375,4037.538086,4037.538086,3769.280029,3800.893066,3800.893066,17299472803
2021-12-29,3.314896666666667,4.0727166666666665,3797.436279,3827.981934,3612.795898,3628.531738,3628.531738,15722555672
2021-12-30,1.9741135483870969,4.211223076923076,3632.219727,3767.559814,3595.204834,3713.852051,3713.852051,12925377999
2021-12-31,2.645768852459016,3.935532558139535,3713.430176,3807.288818,3636.869873,3682.632813,3682.632813,14157285268
2022-01-01,2.0594142857142854,5.49963394205252,3683.047119,3769.917969,3682.286621,3769.697021,3769.697021,9776191466
2022-01-02,3.833492105263158,6.46969358635254,3769.29834,3836.161865,3727.357422,3829.564941,3829.564941,9881471548
2022-01-03,4.063102777777778,7.401095545801526,3829.535645,3836.19873,3698.047607,3761.380371,3761.380371,12080777893
2022-01-04,4.1324146341463415,5.77571975308642,3761.361572,3876.785156,3723.349854,3794.056641,3794.056641,14030925983
2022-01-05,3.253389285714285,5.554041184933541,3794.269043,3842.059814,3456.745361,3550.386963,3550.386963,18061338502
2022-01-06,3.97172,5.612468181818182,3549.708984,3549.708984,3335.376709,3418.408203,3418.408203,24293791313
2022-01-07,2.501615384615385,5.525835483870968,3417.837891,3420.461914,3117.381348,3193.210449,3193.210449,24494179209
2022-01-08,3.114576923076923,4.232088888888889,3193.502441,3240.304443,3020.880859,3091.972656,3091.972656,16037732700
2022-01-09,3.0618950000000003,5.359067391304348,3091.696289,3206.790771,3075.911377,3157.751465,3157.751465,12334683863
2022-01-10,2.761928571428572,6.336165909090909,3157.570557,3177.213379,2947.683594,3083.0979,3083.0979,19535744145
2022-01-11,2.5028571428571427,5.690554761904762,3082.990967,3247.511963,3061.140625,3238.111572,3238.111572,15211447193
2022-01-12,3.62716,5.597327586206896,3238.449951,3401.219971,3216.718018,3372.258301,3372.258301,16662871689
2022-01-13,3.030903225806452,4.439130434782609,3372.10498,3396.969727,3247.91748,3248.288574,3248.288574,15294466275
